id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref
sp_0067,Don't Stop Me Now - Remastered 2011,Queen,🎵✨🎧,"[""Fireflies — Owl City"", ""Hungry Like the Wolf - 2009 Remaster — Duran Duran"", ""Take Me To Church — Hozier"", ""Don't Stop Me Now - Remastered 2011 — Queen""]",3,,,,From 'Jazz (2011 Remaster)' (1978),"[""From album: Jazz (2011 Remaster)"", ""Release year: 1978"", ""Spotify popularity: 83/100""]",Playlist Import,1978,
sp_0068,More Than a Feeling,Boston,🎵✨,"[""More Than a Feeling — Boston"", ""Take Me To Church — Hozier"", ""Home — Phillip Phillips"", ""Viva La Vida — Coldplay""]",0,,,,From 'Boston' (1976),"[""From album: Boston"", ""Release year: 1976"", ""Spotify popularity: 82/100""]",Playlist Import,1976,
sp_0069,Hotel California - 2013 Remaster,Eagles,🎵✨🎧,"[""Hello — Adele"", ""Hotel California - 2013 Remaster — Eagles"", ""Thinking out Loud — Ed Sheeran"", ""On the Road Again - Live at Austin, Texas - Fall 1979 — Willie Nelson""]",1,,,,From 'Hotel California (2013 Remaster)' (1976),"[""From album: Hotel California (2013 Remaster)"", ""Release year: 1976"", ""Spotify popularity: 86/100""]",Playlist Import,1976,
sp_0070,Piano Man,Billy Joel,🎵✨,"[""Panda — Desiigner"", ""Roxanne - Remastered 2003 — The Police"", ""Gimme Shelter — The Rolling Stones"", ""Piano Man — Billy Joel""]",3,,,,From 'The Essential Billy Joel' (2001),"[""From album: The Essential Billy Joel"", ""Release year: 2001"", ""Spotify popularity: 65/100""]",Playlist Import,2001,
sp_0071,You're So Vain,Carly Simon,🎵✨🎧,"[""You're So Vain — Carly Simon"", ""Boom Boom Pow — Black Eyed Peas"", ""Who Are You — The Who"", ""Margaritaville — Jimmy Buffett""]",0,,,,From 'No Secrets' (1972),"[""From album: No Secrets"", ""Release year: 1972"", ""Spotify popularity: 78/100""]",Playlist Import,1972,
sp_0072,Walk On the Wild Side,Lou Reed,🎵✨,"[""Learn to Fly — Foo Fighters"", ""Walk On the Wild Side — Lou Reed"", ""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z"", ""Hello — Adele""]",1,,,,From 'The Best Year Of My Life: 1973' (2010),"[""From album: The Best Year Of My Life: 1973"", ""Release year: 2010""]",Playlist Import,2010,
sp_0073,Stairway to Heaven - 1990 Remaster,Led Zeppelin,🎵✨🎧,"[""Another Brick In The Wall, Pt. 2 - 2011 Remastered Version — Pink Floyd"", ""Fuck You — CeeLo Green"", ""Bring It On Home to Me — Sam Cooke"", ""Stairway to Heaven - 1990 Remaster — Led Zeppelin""]",3,,,,From 'Led Zeppelin IV' (1971),"[""From album: Led Zeppelin IV"", ""Release year: 1971"", ""Spotify popularity: 2/100""]",Playlist Import,1971,
sp_0074,Bennie And The Jets - Remastered 2014,Elton John,🎵✨,"[""Ain't No Mountain High Enough — Marvin Gaye, Tammi Terrell"", ""Bennie And The Jets - Remastered 2014 — Elton John"", ""Girls Just Want to Have Fun — Cyndi Lauper"", ""Ride Wit Me — Nelly, City Spud""]",1,,,,From 'Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition)' (1973),"[""From album: Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition)"", ""Release year: 1973""]",Playlist Import,1973,
sp_0075,Have You Ever Seen The Rain,Creedence Clearwater Revival,🌧️,"[""Never Gonna Give You Up — Rick Astley"", ""Have You Ever Seen The Rain — Creedence Clearwater Revival"", ""Can't Hold Us (feat. Ray Dalton) — Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton"", ""Every Breath You Take — The Police""]",1,,,,From 'Chronicle: 20 Greatest Hits' (1976),"[""From album: Chronicle: 20 Greatest Hits"", ""Release year: 1976"", ""Spotify popularity: 62/100""]",Playlist Import,1976,
sp_0076,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,🎵✨,"[""Dani California — Red Hot Chili Peppers"", ""All About That Bass — Meghan Trainor"", ""Another Brick In The Wall, Pt. 2 - 2011 Remastered Version — Pink Floyd"", ""HUMBLE. — Kendrick Lamar""]",2,,,,From 'The Wall [2011 - Remaster] (2011 Remastered Version)' (1979),"[""From album: The Wall [2011 - Remaster] (2011 Remastered Version)"", ""Release year: 1979""]",Playlist Import,1979,
sp_0077,Fly Like An Eagle,Steve Miller Band,🎵✨,"[""Fly Like An Eagle — Steve Miller Band"", ""Love Yourself — Justin Bieber"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Down Under — Men At Work""]",0,,,,From 'Fly Like An Eagle' (1976),"[""From album: Fly Like An Eagle"", ""Release year: 1976"", ""Spotify popularity: 70/100""]",Playlist Import,1976,
sp_0078,Imagine - Remastered 2010,John Lennon,🎵✨🎧,"[""Since U Been Gone — Kelly Clarkson"", ""Survivor — Destiny's Child"", ""Imagine - Remastered 2010 — John Lennon"", ""I Want to Know What Love Is - 1999 Remaster — Foreigner""]",2,,,,From 'Imagine' (1971),"[""From album: Imagine"", ""Release year: 1971"", ""Spotify popularity: 78/100""]",Playlist Import,1971,
sp_0079,American Pie,Don McLean,🎵✨🎧,"[""American Pie — Don McLean"", ""Monday, Monday - Single Version — The Mamas & The Papas"", ""Hotline Bling — Drake"", ""Titanium (feat. Sia) — David Guetta, Sia""]",0,,,,From 'The Best Of Don McLean' (1988),"[""From album: The Best Of Don McLean"", ""Release year: 1988"", ""Spotify popularity: 68/100""]",Playlist Import,1988,
sp_0080,Band On The Run - Remastered 2010,"Paul McCartney, Wings",🎵✨🎧,"[""Can't Fight This Feeling — REO Speedwagon"", ""Band On The Run - Remastered 2010 — Paul McCartney, Wings"", ""Ain't No Mountain High Enough — Marvin Gaye, Tammi Terrell"", ""(What A) Wonderful World — Sam Cooke""]",1,,,,From 'Band On The Run (Standard)' (1973),"[""From album: Band On The Run (Standard)"", ""Release year: 1973""]",Playlist Import,1973,
sp_0081,Mamma Mia,ABBA,🎵✨🎧,"[""Mamma Mia — ABBA"", ""I Kissed A Girl — Katy Perry"", ""Single Ladies (Put a Ring on It) — Beyoncé"", ""All About That Bass — Meghan Trainor""]",0,,,,From 'Abba' (1975),"[""From album: Abba"", ""Release year: 1975"", ""Spotify popularity: 1/100""]",Playlist Import,1975,
sp_0082,The Sound of Silence,Simon & Garfunkel,🎵✨,"[""No More Mr. Nice Guy - 2002 Remaster — Alice Cooper"", ""The Sound of Silence — Simon & Garfunkel"", ""Stronger — Kanye West"", ""All Star — Smash Mouth""]",1,,,,From 'The Graduate' (1968),"[""From album: The Graduate"", ""Release year: 1968"", ""Spotify popularity: 1/100""]",Playlist Import,1968,
sp_0083,Lean on Me,Bill Withers,🎵✨,"[""Band On The Run - Remastered 2010 — Paul McCartney, Wings"", ""Lean on Me — Bill Withers"", ""Centuries — Fall Out Boy"", ""Gold Digger — Kanye West, Jamie Foxx""]",1,,,,From 'Still Bill' (1972),"[""From album: Still Bill"", ""Release year: 1972"", ""Spotify popularity: 72/100""]",Playlist Import,1972,
sp_0084,Pour Some Sugar On Me (2012),Def Leppard,🎵✨🎧,"[""Pour Some Sugar On Me (2012) — Def Leppard"", ""Seven Nation Army — The White Stripes"", ""TiK ToK — Kesha"", ""American Pie — Don McLean""]",0,,,,From 'Pour Some Sugar On Me (2012)' (1987),"[""From album: Pour Some Sugar On Me (2012)"", ""Release year: 1987""]",Playlist Import,1987,
sp_0085,ABC,The Jackson 5,🎵✨,"[""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z"", ""ABC — The Jackson 5"", ""Timber — Pitbull, Kesha"", ""Promiscuous — Nelly Furtado, Timbaland""]",1,,,,From 'ABC' (1970),"[""From album: ABC"", ""Release year: 1970"", ""Spotify popularity: 1/100""]",Playlist Import,1970,
sp_0086,I Want You Back,The Jackson 5,🎵✨🎧,"[""I Want You Back — The Jackson 5"", ""(I Can't Get No) Satisfaction - Mono Version / Remastered 2002 — The Rolling Stones"", ""Blank Space — Taylor Swift"", ""Centuries — Fall Out Boy""]",0,,,,From '20th Century Masters: The Millennium Collection: Best Of The Jackson 5' (1999),"[""From album: 20th Century Masters: The Millennium Collection: Best Of The Jackson 5"", ""Release year: 1999""]",Playlist Import,1999,
sp_0087,Fireflies,Owl City,🎵✨,"[""Thinking out Loud — Ed Sheeran"", ""Before He Cheats — Carrie Underwood"", ""Twist And Shout - Remastered 2009 — The Beatles"", ""Fireflies — Owl City""]",3,,,,From 'Ocean Eyes' (2009),"[""From album: Ocean Eyes"", ""Release year: 2009"", ""Spotify popularity: 1/100""]",Playlist Import,2009,
sp_0088,Bye Bye Bye,*NSYNC,🎵✨🎧,"[""Rock And Roll All Nite — KISS"", ""Panda — Desiigner"", ""Bye Bye Bye — *NSYNC"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground""]",2,,,,From 'No Strings Attached' (2000),"[""From album: No Strings Attached"", ""Release year: 2000"", ""Spotify popularity: 81/100""]",Playlist Import,2000,
sp_0089,Fuck You,CeeLo Green,🎵✨🎧,"[""All Along the Watchtower — Jimi Hendrix"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Fuck You — CeeLo Green"", ""Achy Breaky Heart — Billy Ray Cyrus""]",2,,,,From 'The Lady Killer (Deluxe)' (2010),"[""From album: The Lady Killer (Deluxe)"", ""Release year: 2010"", ""Spotify popularity: 66/100""]",Playlist Import,2010,
sp_0090,Pumped Up Kicks,Foster The People,🎵✨,"[""Pumped Up Kicks — Foster The People"", ""Call Me — Blondie"", ""Boom Boom Pow — Black Eyed Peas"", ""Thunderstruck — AC/DC""]",0,,,,From 'Torches' (2011),"[""From album: Torches"", ""Release year: 2011"", ""Spotify popularity: 86/100""]",Playlist Import,2011,
sp_0091,My Girl,The Temptations,🎵✨🎧,"[""My Girl — The Temptations"", ""Keep on Loving You — REO Speedwagon"", ""Californication — Red Hot Chili Peppers"", ""Papa Was A Rollin' Stone - Single Version — The Temptations""]",0,,,,From 'Motown: The Complete No. 1's' (2008),"[""From album: Motown: The Complete No. 1's"", ""Release year: 2008""]",Playlist Import,2008,
sp_0092,California Dreamin',The Mamas & The Papas,🎵✨🎧,"[""California Dreamin' — The Mamas & The Papas"", ""Sharp Dressed Man - 2008 Remaster — ZZ Top"", ""T.N.T. — AC/DC"", ""American Idiot — Green Day""]",0,,,,From 'If You Can Believe Your Eyes And Ears' (1966),"[""From album: If You Can Believe Your Eyes And Ears"", ""Release year: 1966"", ""Spotify popularity: 54/100""]",Playlist Import,1966,
sp_0093,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,🎵✨,"[""Surfin' U.S.A. - Remastered 2001 — The Beach Boys"", ""Wake Me up When September Ends — Green Day"", ""(I Can't Get No) Satisfaction - Mono Version / Remastered 2002 — The Rolling Stones"", ""SexyBack (feat. Timbaland) — Justin Timberlake, Timbaland""]",2,,,,From 'Out Of Our Heads (Remastered)' (1965),"[""From album: Out Of Our Heads (Remastered)"", ""Release year: 1965"", ""Spotify popularity: 1/100""]",Playlist Import,1965,
sp_0094,Good Vibrations - Remastered 2001,The Beach Boys,🎵✨🎧,"[""Good Vibrations - Remastered 2001 — The Beach Boys"", ""Baby Shark — Pinkfong"", ""Ignition - Remix — R. Kelly"", ""The Times They Are A-Changin' — Bob Dylan""]",0,,,,From 'Good Vibrations 40th Anniversary' (2006),"[""From album: Good Vibrations 40th Anniversary"", ""Release year: 2006"", ""Spotify popularity: 61/100""]",Playlist Import,2006,
sp_0095,Light My Fire,The Doors,✨🔥,"[""Home — Phillip Phillips"", ""Hot Stuff — Donna Summer"", ""Just the Way You Are — Bruno Mars"", ""Light My Fire — The Doors""]",3,,,,From 'The Doors' (1967),"[""From album: The Doors"", ""Release year: 1967"", ""Spotify popularity: 71/100""]",Playlist Import,1967,
sp_0096,Happy Together,The Turtles,😊,"[""Purple Haze — Jimi Hendrix"", ""Hey, Soul Sister — Train"", ""Happy Together — The Turtles"", ""Wake Me Up Before You Go-Go — Wham!""]",2,,,,From 'Happy Together' (1967),"[""From album: Happy Together"", ""Release year: 1967"", ""Spotify popularity: 77/100""]",Playlist Import,1967,
sp_0097,House of the Rising Sun,The Animals,☀️,"[""House of the Rising Sun — The Animals"", ""Wanted Dead Or Alive — Bon Jovi"", ""Royals — Lorde"", ""Walk This Way — Aerosmith""]",0,,,,From 'Most of the Animals' (1992),"[""From album: Most of the Animals"", ""Release year: 1992"", ""Spotify popularity: 63/100""]",Playlist Import,1992,
sp_0098,All Along the Watchtower,Jimi Hendrix,🎵✨,"[""Californication — Red Hot Chili Peppers"", ""American Pie — Don McLean"", ""All Along the Watchtower — Jimi Hendrix"", ""How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version) — Bee Gees""]",2,,,,From 'Electric Ladyland' (1968),"[""From album: Electric Ladyland"", ""Release year: 1968"", ""Spotify popularity: 76/100""]",Playlist Import,1968,
sp_0099,Respect,Aretha Franklin,🎵✨🎧,"[""Summer Of '69 — Bryan Adams"", ""If I Ain't Got You — Alicia Keys"", ""Respect — Aretha Franklin"", ""Material Girl — Madonna""]",2,,,,From 'I Never Loved a Man the Way I Love You' (1967),"[""From album: I Never Loved a Man the Way I Love You"", ""Release year: 1967"", ""Spotify popularity: 75/100""]",Playlist Import,1967,
sp_0100,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,🎵✨,"[""Like a Virgin — Madonna"", ""867-5309 / Jenny (Rerecorded) — Tommy Tutone"", ""Saturday in the Park - 2002 Remaster — Chicago"", ""(You Make Me Feel Like) A Natural Woman — Aretha Franklin""]",3,,,,From 'Lady Soul (With Bonus Selections)' (1968),"[""From album: Lady Soul (With Bonus Selections)"", ""Release year: 1968"", ""Spotify popularity: 69/100""]",Playlist Import,1968,
sp_0101,What A Wonderful World,Louis Armstrong,🎵✨🎧,"[""I'm Too Sexy — Right Said Fred"", ""What A Wonderful World — Louis Armstrong"", ""Ice Ice Baby — Vanilla Ice"", ""Go Your Own Way - 2004 Remaster — Fleetwood Mac""]",1,,,,From 'Hello Louis - The Hit Years (1963-1969)' (2010),"[""From album: Hello Louis - The Hit Years (1963-1969)"", ""Release year: 2010""]",Playlist Import,2010,
sp_0102,I'm a Believer - 2006 Remaster,The Monkees,🎵✨,"[""I Heard It Through The Grapevine — Marvin Gaye"", ""Never Gonna Give You Up — Rick Astley"", ""My Sharona — The Knack"", ""I'm a Believer - 2006 Remaster — The Monkees""]",3,,,,From 'More of The Monkees (Deluxe Edition)' (1967),"[""From album: More of The Monkees (Deluxe Edition)"", ""Release year: 1967"", ""Spotify popularity: 74/100""]",Playlist Import,1967,
sp_0103,Ring of Fire,Johnny Cash,🔥📞,"[""Ring of Fire — Johnny Cash"", ""Love Yourself — Justin Bieber"", ""I'm Too Sexy — Right Said Fred"", ""Renegades — X Ambassadors""]",0,,,,From 'Pure... '60s' (2012),"[""From album: Pure... '60s"", ""Release year: 2012"", ""Spotify popularity: 27/100""]",Playlist Import,2012,
sp_0104,Like a Rolling Stone,Bob Dylan,🎵✨🎧,"[""Can't Hold Us (feat. Ray Dalton) — Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton"", ""Home — Phillip Phillips"", ""Like a Rolling Stone — Bob Dylan"", ""Bring It On Home to Me — Sam Cooke""]",2,,,,From 'Highway 61 Revisited' (1965),"[""From album: Highway 61 Revisited"", ""Release year: 1965"", ""Spotify popularity: 76/100""]",Playlist Import,1965,
sp_0105,Fortunate Son,Creedence Clearwater Revival,🎵✨,"[""Before He Cheats — Carrie Underwood"", ""Fuck You — CeeLo Green"", ""Fortunate Son — Creedence Clearwater Revival"", ""Stand by Me — Otis Redding""]",2,,,,From 'Willy And The Poor Boys (40th Anniversary Edition)' (1969),"[""From album: Willy And The Poor Boys (40th Anniversary Edition)"", ""Release year: 1969"", ""Spotify popularity: 3/100""]",Playlist Import,1969,
sp_0106,I Heard It Through The Grapevine,Marvin Gaye,🎵✨,"[""The Final Countdown — Europe"", ""My House — Flo Rida"", ""I Heard It Through The Grapevine — Marvin Gaye"", ""Go Your Own Way - 2004 Remaster — Fleetwood Mac""]",2,,,,From 'I Heard It Through The Grapevine / In The Groove (Stereo)' (1969),"[""From album: I Heard It Through The Grapevine / In The Groove (Stereo)"", ""Release year: 1969"", ""Spotify popularity: 2/100""]",Playlist Import,1969,
sp_0107,The Lion Sleeps Tonight (Wimoweh),The Tokens,🎵✨🎧,"[""I Think I Love You — The Partridge Family"", ""In The Air Tonight — Phil Collins"", ""Jolene — Dolly Parton"", ""The Lion Sleeps Tonight (Wimoweh) — The Tokens""]",3,,,,From 'Wimoweh!!! - The Best Of The Tokens' (1994),"[""From album: Wimoweh!!! - The Best Of The Tokens"", ""Release year: 1994"", ""Spotify popularity: 63/100""]",Playlist Import,1994,
sp_0108,Sweet Caroline,Neil Diamond,🎵✨🎧,"[""All Night Long (All Night) - Single Version — Lionel Richie"", ""Without Me — Halsey"", ""I Got You (I Feel Good) — James Brown & The Famous Flames"", ""Sweet Caroline — Neil Diamond""]",3,,,,From 'Sweet Caroline' (1969),"[""From album: Sweet Caroline"", ""Release year: 1969"", ""Spotify popularity: 1/100""]",Playlist Import,1969,
sp_0109,Johnny B. Goode - Single Version,Chuck Berry,🎵✨,"[""Pour Some Sugar On Me (2012) — Def Leppard"", ""Sherry — Frankie Valli & The Four Seasons"", ""Johnny B. Goode - Single Version — Chuck Berry"", ""T.N.T. — AC/DC""]",2,,,,From '20th Century Masters: The Millennium Collection: Best Of Chuck Berry' (1999),"[""From album: 20th Century Masters: The Millennium Collection: Best Of Chuck Berry"", ""Release year: 1999""]",Playlist Import,1999,
sp_0110,Rockin' Robin,Bobby Day,🎵✨,"[""Rockin' Robin — Bobby Day"", ""I'm Too Sexy — Right Said Fred"", ""Walk This Way — Aerosmith"", ""I Will Survive - Single Version — Gloria Gaynor""]",0,,,,From 'The Original Hit Recording - Rockin' Robin' (1958),"[""From album: The Original Hit Recording - Rockin' Robin"", ""Release year: 1958"", ""Spotify popularity: 31/100""]",Playlist Import,1958,
sp_0111,Heartbreak Hotel,Elvis Presley,🎵✨🎧,"[""Old Town Road (feat. Billy Ray Cyrus) - Remix — Lil Nas X, Billy Ray Cyrus"", ""Thunderstruck — AC/DC"", ""Light My Fire — The Doors"", ""Heartbreak Hotel — Elvis Presley""]",3,,,,From 'Elvis 30 #1 Hits' (2002),"[""From album: Elvis 30 #1 Hits"", ""Release year: 2002""]",Playlist Import,2002,
sp_0112,Jailhouse Rock,Elvis Presley,🎵✨🎧,"[""Jailhouse Rock — Elvis Presley"", ""Barracuda — Heart"", ""Call Me — Blondie"", ""Runnin' With The Devil — Van Halen""]",0,,,,From 'Elvis' Golden Records' (1958),"[""From album: Elvis' Golden Records"", ""Release year: 1958"", ""Spotify popularity: 68/100""]",Playlist Import,1958,
sp_0113,Tequila (Original),The Champs,🎵✨,"[""Boom Boom Pow — Black Eyed Peas"", ""Dream On — Aerosmith"", ""24K Magic — Bruno Mars"", ""Tequila (Original) — The Champs""]",3,,,,From 'Tequila' (2000),"[""From album: Tequila"", ""Release year: 2000"", ""Spotify popularity: 52/100""]",Playlist Import,2000,
sp_0114,La Bamba - Single Version,Ritchie Valens,🎵✨🎧,"[""Ain't No Mountain High Enough — Marvin Gaye, Tammi Terrell"", ""...Baby One More Time — Britney Spears"", ""La Bamba - Single Version — Ritchie Valens"", ""Umbrella — Rihanna, JAY-Z""]",2,,,,From 'La Bamba & Other Hits' (2004),"[""From album: La Bamba & Other Hits"", ""Release year: 2004"", ""Spotify popularity: 32/100""]",Playlist Import,2004,
sp_0115,Thinking out Loud,Ed Sheeran,🎵✨,"[""Gold Digger — Kanye West, Jamie Foxx"", ""Thinking out Loud — Ed Sheeran"", ""Say So — Doja Cat"", ""Brick House — Commodores""]",1,,,,From 'x (Deluxe Edition)' (2014),"[""From album: x (Deluxe Edition)"", ""Release year: 2014"", ""Spotify popularity: 82/100""]",Playlist Import,2014,
sp_0116,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",🎵✨,"[""Shallow — Lady Gaga, Bradley Cooper"", ""You're So Vain — Carly Simon"", ""Uptown Funk (feat. Bruno Mars) — Mark Ronson, Bruno Mars"", ""Proud Mary — Tina Turner""]",2,,,,From 'Uptown Special' (2015),"[""From album: Uptown Special"", ""Release year: 2015"", ""Spotify popularity: 86/100""]",Playlist Import,2015,
sp_0117,Stay With Me,Sam Smith,🎵✨,"[""Fuck Tha Police — N.W.A."", ""Stay With Me — Sam Smith"", ""Ride Wit Me — Nelly, City Spud"", ""You Give Love A Bad Name — Bon Jovi""]",1,,,,From 'In The Lonely Hour (Deluxe Edition)' (2014),"[""From album: In The Lonely Hour (Deluxe Edition)"", ""Release year: 2014""]",Playlist Import,2014,
sp_0118,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",🕺,"[""Party Rock Anthem — LMFAO, Lauren Bennett, GoonRock"", ""Toxic — Britney Spears"", ""867-5309 / Jenny (Rerecorded) — Tommy Tutone"", ""Surfin' U.S.A. - Remastered 2001 — The Beach Boys""]",0,,,,From 'Party Rock Anthem' (2011),"[""From album: Party Rock Anthem"", ""Release year: 2011"", ""Spotify popularity: 6/100""]",Playlist Import,2011,
sp_0119,Royals,Lorde,🎵✨,"[""Royals — Lorde"", ""California Dreamin' — The Mamas & The Papas"", ""Monday, Monday - Single Version — The Mamas & The Papas"", ""Papa Was A Rollin' Stone - Single Version — The Temptations""]",0,,,,From 'Pure Heroine' (2013),"[""From album: Pure Heroine"", ""Release year: 2013"", ""Spotify popularity: 79/100""]",Playlist Import,2013,
sp_0120,Sexy And I Know It,LMFAO,🎵✨🎧,"[""Juke Box Hero — Foreigner"", ""Jump — Van Halen"", ""Sexy And I Know It — LMFAO"", ""Thrift Shop (feat. Wanz) — Macklemore & Ryan Lewis, Wanz""]",2,,,,From 'Sorry For Party Rocking' (2011),"[""From album: Sorry For Party Rocking"", ""Release year: 2011"", ""Spotify popularity: 42/100""]",Playlist Import,2011,
sp_0121,Wrecking Ball,Miley Cyrus,🎵✨,"[""Happy — Pharrell Williams"", ""Timber — Pitbull, Kesha"", ""Wrecking Ball — Miley Cyrus"", ""The Fresh Prince of Bel-Air — DJ Jazzy Jeff & The Fresh Prince""]",2,,,,From 'Wrecking Ball' (2013),"[""From album: Wrecking Ball"", ""Release year: 2013""]",Playlist Import,2013,
sp_0122,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",🎵✨🎧,"[""Blurred Lines — Robin Thicke, T.I., Pharrell Williams"", ""Poison — Alice Cooper"", ""All Star — Smash Mouth"", ""Fergalicious — Fergie, will.i.am""]",0,,,,From 'Blurred Lines' (2013),"[""From album: Blurred Lines"", ""Release year: 2013"", ""Spotify popularity: 59/100""]",Playlist Import,2013,
sp_0123,Papa Was A Rollin' Stone - Single Version,The Temptations,🎵✨,"[""Hello — Adele"", ""Billie Jean — Michael Jackson"", ""Papa Was A Rollin' Stone - Single Version — The Temptations"", ""Saturday in the Park - 2002 Remaster — Chicago""]",2,,,,From 'Favorites' (2008),"[""From album: Favorites"", ""Release year: 2008""]",Playlist Import,2008,
sp_0124,Dream On,Aerosmith,🎵✨🎧,"[""Bridge Over Troubled Water — Simon & Garfunkel"", ""Push It — Salt-N-Pepa"", ""Dream On — Aerosmith"", ""Like a Virgin — Madonna""]",2,,,,From 'Aerosmith's Greatest Hits' (1980),"[""From album: Aerosmith's Greatest Hits"", ""Release year: 1980""]",Playlist Import,1980,
sp_0125,Timber,"Pitbull, Kesha",🎵✨,"[""Under Pressure - Remastered 2011 — Queen, David Bowie"", ""Timber — Pitbull, Kesha"", ""Walk On the Wild Side — Lou Reed"", ""Riptide — Vance Joy""]",1,,,,From 'Global Warming: Meltdown (Deluxe Version)' (2012),"[""From album: Global Warming: Meltdown (Deluxe Version)"", ""Release year: 2012"", ""Spotify popularity: 86/100""]",Playlist Import,2012,
sp_0126,Purple Haze,Jimi Hendrix,🎵✨,"[""Survivor — Destiny's Child"", ""Purple Haze — Jimi Hendrix"", ""bad guy — Billie Eilish"", ""Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers] — Daft Punk, Pharrell Williams, Nile Rodgers""]",1,,,,From 'Experience Hendrix: The Best Of Jimi Hendrix' (1997),"[""From album: Experience Hendrix: The Best Of Jimi Hendrix"", ""Release year: 1997"", ""Spotify popularity: 50/100""]",Playlist Import,1997,
sp_0127,Fat Bottomed Girls - Remastered 2011,Queen,🎵✨🎧,"[""Down Under — Men At Work"", ""Fat Bottomed Girls - Remastered 2011 — Queen"", ""Tequila (Original) — The Champs"", ""Super Bass — Nicki Minaj""]",1,,,,From 'Jazz (Deluxe Remastered Version)' (1978),"[""From album: Jazz (Deluxe Remastered Version)"", ""Release year: 1978"", ""Spotify popularity: 69/100""]",Playlist Import,1978,
sp_0128,Moondance - 2013 Remaster,Van Morrison,🎵✨,"[""Moondance - 2013 Remaster — Van Morrison"", ""Jolene — Dolly Parton"", ""Proud Mary — Tina Turner"", ""Californication — Red Hot Chili Peppers""]",0,,,,From 'Moondance (Deluxe Edition)' (1970),"[""From album: Moondance (Deluxe Edition)"", ""Release year: 1970"", ""Spotify popularity: 70/100""]",Playlist Import,1970,
sp_0129,Juke Box Hero,Foreigner,🎵✨,"[""Juke Box Hero — Foreigner"", ""Single Ladies (Put a Ring on It) — Beyoncé"", ""Rock And Roll All Nite — KISS"", ""Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini — Brian Hyland""]",0,,,,From '4 (Expanded)' (1981),"[""From album: 4 (Expanded)"", ""Release year: 1981"", ""Spotify popularity: 73/100""]",Playlist Import,1981,
sp_0130,Cold as Ice,Foreigner,❄️,"[""Yeah! — USHER, Lil Jon, Ludacris"", ""Can't Fight This Feeling — REO Speedwagon"", ""The Joker — Steve Miller Band"", ""Cold as Ice — Foreigner""]",3,,,,From 'Foreigner (Expanded)' (1977),"[""From album: Foreigner (Expanded)"", ""Release year: 1977"", ""Spotify popularity: 74/100""]",Playlist Import,1977,
sp_0131,Joy To The World,Three Dog Night,😊,"[""Walk On the Wild Side — Lou Reed"", ""Joy To The World — Three Dog Night"", ""Gold Digger — Kanye West, Jamie Foxx"", ""Stay With Me — Sam Smith""]",1,,,,From 'Naturally' (1970),"[""From album: Naturally"", ""Release year: 1970"", ""Spotify popularity: 66/100""]",Playlist Import,1970,
sp_0132,Another One Bites The Dust - Remastered 2011,Queen,🎵✨🎧,"[""Another One Bites The Dust - Remastered 2011 — Queen"", ""867-5309 / Jenny (Rerecorded) — Tommy Tutone"", ""Born to Run — Bruce Springsteen"", ""Stay With Me — Sam Smith""]",0,,,,From 'The Game (Deluxe Remastered Version)' (1980),"[""From album: The Game (Deluxe Remastered Version)"", ""Release year: 1980"", ""Spotify popularity: 75/100""]",Playlist Import,1980,
