id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref,spotify_url
sp_0058,I Kissed A Girl,Katy Perry,🎵✨🎧,"[""Rolling in the Deep — Adele"", ""Low Rider — War"", ""The Times They Are A-Changin' — Bob Dylan"", ""I Kissed A Girl — Katy Perry""]",3,,,,From 'One Of The Boys' (2008),"[""From album: One Of The Boys"", ""Release year: 2008"", ""Spotify popularity: 76/100""]",Playlist Import,2008,,https://open.spotify.com/track/14iN3o8ptQ8cFVZTEmyQRV
sp_0059,Firework,Katy Perry,🎵✨,"[""Firework — Katy Perry"", ""Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini — Brian Hyland"", ""Let's Groove — Earth, Wind & Fire"", ""Timber — Pitbull, Kesha""]",0,,,,From 'Teenage Dream: The Complete Confection' (2012),"[""From album: Teenage Dream: The Complete Confection"", ""Release year: 2012"", ""Spotify popularity: 74/100""]",Playlist Import,2012,,https://open.spotify.com/track/4lCv7b86sLynZbXhfScfm2
sp_0060,California Gurls,"Katy Perry, Snoop Dogg",🎵✨,"[""Rockin' Robin — Bobby Day"", ""California Gurls — Katy Perry, Snoop Dogg"", ""Baby Got Back — Sir Mix-A-Lot"", ""Take Me To Church — Hozier""]",1,,,,From 'Teenage Dream: The Complete Confection' (2012),"[""From album: Teenage Dream: The Complete Confection"", ""Release year: 2012"", ""Spotify popularity: 76/100""]",Playlist Import,2012,,https://open.spotify.com/track/6tS3XVuOyu10897O3ae7bi
sp_0061,Bohemian Rhapsody - Remastered 2011,Queen,🎵✨🎧,"[""Walk Like an Egyptian — The Bangles"", ""Take It on the Run — REO Speedwagon"", ""Bohemian Rhapsody - Remastered 2011 — Queen"", ""Africa — TOTO""]",2,,,,From 'A Night At The Opera (2011 Remaster)' (1975),"[""From album: A Night At The Opera (2011 Remaster)"", ""Release year: 1975"", ""Spotify popularity: 9/100""]",Playlist Import,1975,,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY
sp_0062,September,"Earth, Wind & Fire",🎵✨,"[""Who Are You — The Who"", ""September — Earth, Wind & Fire"", ""Footloose - From \""Footloose\"" Soundtrack — Kenny Loggins"", ""Livin' On A Prayer — Bon Jovi""]",1,,,,From 'The Eternal Dance' (1992),"[""From album: The Eternal Dance"", ""Release year: 1992"", ""Spotify popularity: 7/100""]",Playlist Import,1992,,https://open.spotify.com/track/5nNmj1cLH3r4aA4XDJ2bgY
sp_0063,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,🌙,"[""Karma Chameleon — Culture Club"", ""Stayin' Alive - 2007 Remastered Version Saturday Night Fever — Bee Gees"", ""SexyBack (feat. Timbaland) — Justin Timberlake, Timbaland"", ""Umbrella — Rihanna, JAY-Z""]",1,,,,From 'Saturday Night Fever [The Original Movie Soundtrack]' (1978),"[""From album: Saturday Night Fever [The Original Movie Soundtrack]"", ""Release year: 1978"", ""Spotify popularity: 2/100""]",Playlist Import,1978,,https://open.spotify.com/track/5cP52DlDN9yryuZVQDg3iq
sp_0064,Sweet Home Alabama,Lynyrd Skynyrd,🎵✨🎧,"[""Proud Mary — Tina Turner"", ""Poison — Alice Cooper"", ""On the Road Again - Live at Austin, Texas - Fall 1979 — Willie Nelson"", ""Sweet Home Alabama — Lynyrd Skynyrd""]",3,,,,From 'Lynyrd Skynyrd Greatest Hits' (2008),"[""From album: Lynyrd Skynyrd Greatest Hits"", ""Release year: 2008"", ""Spotify popularity: 2/100""]",Playlist Import,2008,,https://open.spotify.com/track/6RgGppm2SSX5p246UqfdEi
sp_0065,Superstition - Single Version,Stevie Wonder,🎵✨🎧,"[""Superstition - Single Version — Stevie Wonder"", ""All About That Bass — Meghan Trainor"", ""Don't Stop Believin' — Journey"", ""All Night Long (All Night) - Single Version — Lionel Richie""]",0,,,,From 'Number Ones' (2007),"[""From album: Number Ones"", ""Release year: 2007"", ""Spotify popularity: 2/100""]",Playlist Import,2007,,https://open.spotify.com/track/300RfAPZ57B0y6YYj9n6DN
sp_0066,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,🚀,"[""Sexual Healing — Marvin Gaye"", ""Rocket Man (I Think It's Going To Be A Long Long Time) — Elton John"", ""Band On The Run - Remastered 2010 — Paul McCartney, Wings"", ""Low (feat. T-Pain) — Flo Rida, T-Pain""]",1,,,,From 'Rocket Man (EA Version)' (2007),"[""From album: Rocket Man (EA Version)"", ""Release year: 2007""]",Playlist Import,2007,,https://open.spotify.com/track/02BDRKIiRLkXrlNPLlpH6K
sp_0067,Don't Stop Me Now - Remastered 2011,Queen,🎵✨,"[""Don't Stop Me Now - Remastered 2011 — Queen"", ""Mr. Blue Sky — Electric Light Orchestra"", ""Like a Prayer — Madonna"", ""Stairway to Heaven - 1990 Remaster — Led Zeppelin""]",0,,,,From 'Jazz (2011 Remaster)' (1978),"[""From album: Jazz (2011 Remaster)"", ""Release year: 1978"", ""Spotify popularity: 83/100""]",Playlist Import,1978,,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
sp_0068,More Than a Feeling,Boston,🎵✨,"[""Is This Love — Bob Marley & The Wailers"", ""Starships — Nicki Minaj"", ""Holiday / Boulevard of Broken Dreams — Green Day"", ""More Than a Feeling — Boston""]",3,,,,From 'Boston' (1976),"[""From album: Boston"", ""Release year: 1976"", ""Spotify popularity: 82/100""]",Playlist Import,1976,,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF
sp_0069,Hotel California - 2013 Remaster,Eagles,🎵✨🎧,"[""Old Town Road (feat. Billy Ray Cyrus) - Remix — Lil Nas X, Billy Ray Cyrus"", ""Hotel California - 2013 Remaster — Eagles"", ""Roxanne - Remastered 2003 — The Police"", ""Lean on Me — Bill Withers""]",1,,,,From 'Hotel California (2013 Remaster)' (1976),"[""From album: Hotel California (2013 Remaster)"", ""Release year: 1976"", ""Spotify popularity: 86/100""]",Playlist Import,1976,,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
sp_0070,Piano Man,Billy Joel,🎵✨🎧,"[""Piano Man — Billy Joel"", ""Teenage Dream — Katy Perry"", ""Crank That (Soulja Boy) — Soulja Boy"", ""Sunflower - Spider-Man: Into the Spider-Verse — Post Malone, Swae Lee""]",0,,,,From 'The Essential Billy Joel' (2001),"[""From album: The Essential Billy Joel"", ""Release year: 2001"", ""Spotify popularity: 65/100""]",Playlist Import,2001,,https://open.spotify.com/track/3FCto7hnn1shUyZL42YgfO
sp_0071,You're So Vain,Carly Simon,🎵✨,"[""Sunday Bloody Sunday - Remastered 2008 — U2"", ""You're So Vain — Carly Simon"", ""Thunderstruck — AC/DC"", ""Super Bass — Nicki Minaj""]",1,,,,From 'No Secrets' (1972),"[""From album: No Secrets"", ""Release year: 1972"", ""Spotify popularity: 78/100""]",Playlist Import,1972,,https://open.spotify.com/track/2DnJjbjNTV9Nd5NOa1KGba
sp_0072,Walk On the Wild Side,Lou Reed,🎵✨,"[""CAN'T STOP THE FEELING! (from DreamWorks Animation's \""TROLLS\"") — Justin Timberlake"", ""Tiny Dancer — Elton John"", ""Toxic — Britney Spears"", ""Walk On the Wild Side — Lou Reed""]",3,,,,From 'The Best Year Of My Life: 1973' (2010),"[""From album: The Best Year Of My Life: 1973"", ""Release year: 2010""]",Playlist Import,2010,,https://open.spotify.com/track/03c6s6VTKDsCU1R5bclNii
sp_0073,Stairway to Heaven - 1990 Remaster,Led Zeppelin,🎵✨,"[""Party In The U.S.A. — Miley Cyrus"", ""This Love — Maroon 5"", ""Achy Breaky Heart — Billy Ray Cyrus"", ""Stairway to Heaven - 1990 Remaster — Led Zeppelin""]",3,,,,From 'Led Zeppelin IV' (1971),"[""From album: Led Zeppelin IV"", ""Release year: 1971"", ""Spotify popularity: 2/100""]",Playlist Import,1971,,https://open.spotify.com/track/51pQ7vY7WXzxskwloaeqyj
sp_0074,Bennie And The Jets - Remastered 2014,Elton John,🎵✨🎧,"[""Fly Me To The Moon — Frank Sinatra, Count Basie"", ""SexyBack (feat. Timbaland) — Justin Timberlake, Timbaland"", ""Build Me Up Buttercup — The Foundations"", ""Bennie And The Jets - Remastered 2014 — Elton John""]",3,,,,From 'Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition)' (1973),"[""From album: Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition)"", ""Release year: 1973""]",Playlist Import,1973,,https://open.spotify.com/track/3iJxloILmOu2NIRZ0OGyui
sp_0075,Have You Ever Seen The Rain,Creedence Clearwater Revival,🌧️,"[""Gucci Gang — Lil Pump"", ""Have You Ever Seen The Rain — Creedence Clearwater Revival"", ""Poker Face — Lady Gaga"", ""Three Little Birds — Bob Marley & The Wailers""]",1,,,,From 'Chronicle: 20 Greatest Hits' (1976),"[""From album: Chronicle: 20 Greatest Hits"", ""Release year: 1976"", ""Spotify popularity: 62/100""]",Playlist Import,1976,,https://open.spotify.com/track/5XE8c07vbpQBUriwybOHtd
sp_0076,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,🎵✨,"[""Another Brick In The Wall, Pt. 2 - 2011 Remastered Version — Pink Floyd"", ""Can't Get Enough Of Your Love, Babe — Barry White"", ""Before He Cheats — Carrie Underwood"", ""Rehab — Amy Winehouse""]",0,,,,From 'The Wall [2011 - Remaster] (2011 Remastered Version)' (1979),"[""From album: The Wall [2011 - Remaster] (2011 Remastered Version)"", ""Release year: 1979""]",Playlist Import,1979,,https://open.spotify.com/track/3fuXKiEzDCs1IBnLHQ5CL0
sp_0077,Fly Like An Eagle,Steve Miller Band,🎵✨,"[""Fly Like An Eagle — Steve Miller Band"", ""Surfin' U.S.A. - Remastered 2001 — The Beach Boys"", ""You're So Vain — Carly Simon"", ""Me and Bobby McGee — Janis Joplin""]",0,,,,From 'Fly Like An Eagle' (1976),"[""From album: Fly Like An Eagle"", ""Release year: 1976"", ""Spotify popularity: 70/100""]",Playlist Import,1976,,https://open.spotify.com/track/3e0FzZjTXOUtiJGSClOBrI
sp_0078,Imagine - Remastered 2010,John Lennon,🎵✨🎧,"[""All of Me — John Legend"", ""Imagine - Remastered 2010 — John Lennon"", ""Free Fallin' — Tom Petty"", ""Cheeseburger In Paradise — Jimmy Buffett""]",1,,,,From 'Imagine' (1971),"[""From album: Imagine"", ""Release year: 1971"", ""Spotify popularity: 78/100""]",Playlist Import,1971,,https://open.spotify.com/track/7pKfPomDEeI4TPT6EOYjn9
sp_0079,American Pie,Don McLean,🎵✨,"[""Brown Eyed Girl — Van Morrison"", ""The Final Countdown — Europe"", ""American Pie — Don McLean"", ""Yeah! — USHER, Lil Jon, Ludacris""]",2,,,,From 'The Best Of Don McLean' (1988),"[""From album: The Best Of Don McLean"", ""Release year: 1988"", ""Spotify popularity: 68/100""]",Playlist Import,1988,,https://open.spotify.com/track/2QgWuCtBpNIpl5trmKCxRf
sp_0080,Band On The Run - Remastered 2010,"Paul McCartney, Wings",🎵✨,"[""Party Rock Anthem — LMFAO, Lauren Bennett, GoonRock"", ""Thinking out Loud — Ed Sheeran"", ""Sweet Home Alabama — Lynyrd Skynyrd"", ""Band On The Run - Remastered 2010 — Paul McCartney, Wings""]",3,,,,From 'Band On The Run (Standard)' (1973),"[""From album: Band On The Run (Standard)"", ""Release year: 1973""]",Playlist Import,1973,,https://open.spotify.com/track/40b31eggZB30hoqXhGm4qc
sp_0081,Mamma Mia,ABBA,🎵✨,"[""Detroit Rock City — KISS"", ""Mamma Mia — ABBA"", ""More Than a Feeling — Boston"", ""Everybody (Backstreet's Back) - Radio Edit — Backstreet Boys""]",1,,,,From 'Abba' (1975),"[""From album: Abba"", ""Release year: 1975"", ""Spotify popularity: 1/100""]",Playlist Import,1975,,https://open.spotify.com/track/22NN4BS1AlqVbyKIWExgON
sp_0082,The Sound of Silence,Simon & Garfunkel,🎵✨,"[""The Sound of Silence — Simon & Garfunkel"", ""Blurred Lines — Robin Thicke, T.I., Pharrell Williams"", ""Go Your Own Way - 2004 Remaster — Fleetwood Mac"", ""More Than a Feeling — Boston""]",0,,,,From 'The Graduate' (1968),"[""From album: The Graduate"", ""Release year: 1968"", ""Spotify popularity: 1/100""]",Playlist Import,1968,,https://open.spotify.com/track/2LkaNhCrNVmcYgXJeLVmsw
sp_0083,Lean on Me,Bill Withers,🎵✨🎧,"[""Lean on Me — Bill Withers"", ""Gimme Shelter — The Rolling Stones"", ""Monday, Monday - Single Version — The Mamas & The Papas"", ""Just Dance — Lady Gaga, Colby O'Donis""]",0,,,,From 'Still Bill' (1972),"[""From album: Still Bill"", ""Release year: 1972"", ""Spotify popularity: 72/100""]",Playlist Import,1972,,https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2
sp_0084,Pour Some Sugar On Me (2012),Def Leppard,🎵✨🎧,"[""Teenage Dream — Katy Perry"", ""Party Rock Anthem — LMFAO, Lauren Bennett, GoonRock"", ""I Will Survive - Single Version — Gloria Gaynor"", ""Pour Some Sugar On Me (2012) — Def Leppard""]",3,,,,From 'Pour Some Sugar On Me (2012)' (1987),"[""From album: Pour Some Sugar On Me (2012)"", ""Release year: 1987""]",Playlist Import,1987,,https://open.spotify.com/track/0LN0ASTtcGIbNTnjSHG6eO
sp_0085,ABC,The Jackson 5,🎵✨,"[""Another Brick In The Wall, Pt. 2 - 2011 Remastered Version — Pink Floyd"", ""ABC — The Jackson 5"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Fuck Tha Police — N.W.A.""]",1,,,,From 'ABC' (1970),"[""From album: ABC"", ""Release year: 1970"", ""Spotify popularity: 1/100""]",Playlist Import,1970,,https://open.spotify.com/track/6wDviYDtmSDZ0S6TVMM9Vc
sp_0086,I Want You Back,The Jackson 5,🎵✨,"[""I Want You Back — The Jackson 5"", ""La Bamba - Single Version — Ritchie Valens"", ""Can't Fight This Feeling — REO Speedwagon"", ""Papa Was A Rollin' Stone - Single Version — The Temptations""]",0,,,,From '20th Century Masters: The Millennium Collection: Best Of The Jackson 5' (1999),"[""From album: 20th Century Masters: The Millennium Collection: Best Of The Jackson 5"", ""Release year: 1999""]",Playlist Import,1999,,https://open.spotify.com/track/0PGwM5vdr5fMejx0IIAYXj
sp_0087,Fireflies,Owl City,🎵✨🎧,"[""ABC — The Jackson 5"", ""Fireflies — Owl City"", ""Push It — Salt-N-Pepa"", ""Radioactive — Imagine Dragons""]",1,,,,From 'Ocean Eyes' (2009),"[""From album: Ocean Eyes"", ""Release year: 2009"", ""Spotify popularity: 1/100""]",Playlist Import,2009,,https://open.spotify.com/track/1mr3616BzLdhXfJmLmRsO8
sp_0088,Bye Bye Bye,*NSYNC,🎵✨,"[""Someone Like You — Adele"", ""Bye Bye Bye — *NSYNC"", ""Rude (Acoustic) — MAGIC!"", ""Sweet Caroline — Neil Diamond""]",1,,,,From 'No Strings Attached' (2000),"[""From album: No Strings Attached"", ""Release year: 2000"", ""Spotify popularity: 81/100""]",Playlist Import,2000,,https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn
sp_0089,Fuck You,CeeLo Green,🎵✨,"[""Hey, Soul Sister — Train"", ""(You Make Me Feel Like) A Natural Woman — Aretha Franklin"", ""Fuck You — CeeLo Green"", ""Umbrella — Rihanna, JAY-Z""]",2,,,,From 'The Lady Killer (Deluxe)' (2010),"[""From album: The Lady Killer (Deluxe)"", ""Release year: 2010"", ""Spotify popularity: 66/100""]",Playlist Import,2010,,https://open.spotify.com/track/3ydfhgIZIc2j39NLIhpJpq
sp_0090,Pumped Up Kicks,Foster The People,🎵✨🎧,"[""Love Runs Out — OneRepublic"", ""bad guy — Billie Eilish"", ""Pumped Up Kicks — Foster The People"", ""WAP (feat. Megan Thee Stallion) — Cardi B, Megan Thee Stallion""]",2,,,,From 'Torches' (2011),"[""From album: Torches"", ""Release year: 2011"", ""Spotify popularity: 86/100""]",Playlist Import,2011,,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
sp_0091,My Girl,The Temptations,🎵✨,"[""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""(Don't Fear) The Reaper — Blue Öyster Cult"", ""Break My Stride — Matthew Wilder"", ""My Girl — The Temptations""]",3,,,,From 'Motown: The Complete No. 1's' (2008),"[""From album: Motown: The Complete No. 1's"", ""Release year: 2008""]",Playlist Import,2008,,https://open.spotify.com/track/1WWbqYAzu1N216ngniTLNq
sp_0092,California Dreamin',The Mamas & The Papas,🎵✨🎧,"[""What's Love Got to Do with It — Tina Turner"", ""Just Dance — Lady Gaga, Colby O'Donis"", ""California Dreamin' — The Mamas & The Papas"", ""Fly Me To The Moon — Frank Sinatra, Count Basie""]",2,,,,From 'If You Can Believe Your Eyes And Ears' (1966),"[""From album: If You Can Believe Your Eyes And Ears"", ""Release year: 1966"", ""Spotify popularity: 54/100""]",Playlist Import,1966,,https://open.spotify.com/track/63rva3TBizr6x1Yp5uwKfD
sp_0093,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,🎵✨🎧,"[""(I Can't Get No) Satisfaction - Mono Version / Remastered 2002 — The Rolling Stones"", ""White Rabbit — Jefferson Airplane"", ""House of the Rising Sun — The Animals"", ""Bang Bang — Jessie J, Ariana Grande, Nicki Minaj""]",0,,,,From 'Out Of Our Heads (Remastered)' (1965),"[""From album: Out Of Our Heads (Remastered)"", ""Release year: 1965"", ""Spotify popularity: 1/100""]",Playlist Import,1965,,https://open.spotify.com/track/7fSGbZLhWlAiCC3HDPAULu
sp_0094,Good Vibrations - Remastered 2001,The Beach Boys,🎵✨🎧,"[""Good Vibrations - Remastered 2001 — The Beach Boys"", ""Before He Cheats — Carrie Underwood"", ""Someone Like You — Adele"", ""Starman - 2012 Remaster — David Bowie""]",0,,,,From 'Good Vibrations 40th Anniversary' (2006),"[""From album: Good Vibrations 40th Anniversary"", ""Release year: 2006"", ""Spotify popularity: 61/100""]",Playlist Import,2006,,https://open.spotify.com/track/2oF7FZHIJbzjeEXZ3D0Ku4
sp_0095,Light My Fire,The Doors,✨🔥,"[""Bennie And The Jets - Remastered 2014 — Elton John"", ""Jolene — Dolly Parton"", ""Light My Fire — The Doors"", ""Hungry Like the Wolf - 2009 Remaster — Duran Duran""]",2,,,,From 'The Doors' (1967),"[""From album: The Doors"", ""Release year: 1967"", ""Spotify popularity: 71/100""]",Playlist Import,1967,,https://open.spotify.com/track/5uvosCdMlFdTXhoazkTI5R
sp_0096,Happy Together,The Turtles,😊,"[""bad guy — Billie Eilish"", ""Happy Together — The Turtles"", ""Gimme Shelter — The Rolling Stones"", ""Just the Way You Are — Bruno Mars""]",1,,,,From 'Happy Together' (1967),"[""From album: Happy Together"", ""Release year: 1967"", ""Spotify popularity: 77/100""]",Playlist Import,1967,,https://open.spotify.com/track/1JO1xLtVc8mWhIoE3YaCL0
sp_0097,House of the Rising Sun,The Animals,☀️,"[""House of the Rising Sun — The Animals"", ""What Makes You Beautiful — One Direction"", ""rockstar (feat. 21 Savage) — Post Malone, 21 Savage"", ""Redbone — Childish Gambino""]",0,,,,From 'Most of the Animals' (1992),"[""From album: Most of the Animals"", ""Release year: 1992"", ""Spotify popularity: 63/100""]",Playlist Import,1992,,https://open.spotify.com/track/3XC7Jd6SfrQYKZJ6inyRHK
sp_0098,All Along the Watchtower,Jimi Hendrix,🎵✨,"[""All Along the Watchtower — Jimi Hendrix"", ""Summer Of '69 — Bryan Adams"", ""Don't Stop Believin' — Journey"", ""Royals — Lorde""]",0,,,,From 'Electric Ladyland' (1968),"[""From album: Electric Ladyland"", ""Release year: 1968"", ""Spotify popularity: 76/100""]",Playlist Import,1968,,https://open.spotify.com/track/2aoo2jlRnM3A0NyLQqMN2f
sp_0099,Respect,Aretha Franklin,🎵✨,"[""Just the Way You Are — Bruno Mars"", ""Respect — Aretha Franklin"", ""24K Magic — Bruno Mars"", ""Runnin' With The Devil — Van Halen""]",1,,,,From 'I Never Loved a Man the Way I Love You' (1967),"[""From album: I Never Loved a Man the Way I Love You"", ""Release year: 1967"", ""Spotify popularity: 75/100""]",Playlist Import,1967,,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr
sp_0100,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,🎵✨,"[""The Lion Sleeps Tonight (Wimoweh) — The Tokens"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Super Bass — Nicki Minaj"", ""(You Make Me Feel Like) A Natural Woman — Aretha Franklin""]",3,,,,From 'Lady Soul (With Bonus Selections)' (1968),"[""From album: Lady Soul (With Bonus Selections)"", ""Release year: 1968"", ""Spotify popularity: 69/100""]",Playlist Import,1968,,https://open.spotify.com/track/5K09WxKdlkroDyEVyOSySy
sp_0101,What A Wonderful World,Louis Armstrong,🎵✨🎧,"[""Gucci Gang — Lil Pump"", ""bad guy — Billie Eilish"", ""Dance Monkey — Tones And I"", ""What A Wonderful World — Louis Armstrong""]",3,,,,From 'Hello Louis - The Hit Years (1963-1969)' (2010),"[""From album: Hello Louis - The Hit Years (1963-1969)"", ""Release year: 2010""]",Playlist Import,2010,,https://open.spotify.com/track/6Z5XZ8fjmWGbkdahOgreVe
sp_0102,I'm a Believer - 2006 Remaster,The Monkees,🎵✨🎧,"[""I'm a Believer - 2006 Remaster — The Monkees"", ""Redbone — Childish Gambino"", ""Girls Just Want to Have Fun — Cyndi Lauper"", ""Without Me — Halsey""]",0,,,,From 'More of The Monkees (Deluxe Edition)' (1967),"[""From album: More of The Monkees (Deluxe Edition)"", ""Release year: 1967"", ""Spotify popularity: 74/100""]",Playlist Import,1967,,https://open.spotify.com/track/3G7tRC24Uh09Hmp1KZ7LQ2
sp_0103,Ring of Fire,Johnny Cash,🔥📞,"[""Ring of Fire — Johnny Cash"", ""One Way Or Another - Remastered 2001 — Blondie"", ""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z"", ""Hey Ya! — Outkast""]",0,,,,From 'Pure... '60s' (2012),"[""From album: Pure... '60s"", ""Release year: 2012"", ""Spotify popularity: 27/100""]",Playlist Import,2012,,https://open.spotify.com/track/5ZpDQta6roEZAi0MbtxaNg
sp_0104,Like a Rolling Stone,Bob Dylan,🎵✨,"[""Sherry — Frankie Valli & The Four Seasons"", ""Like a Rolling Stone — Bob Dylan"", ""Bridge Over Troubled Water — Simon & Garfunkel"", ""Crazy — Gnarls Barkley""]",1,,,,From 'Highway 61 Revisited' (1965),"[""From album: Highway 61 Revisited"", ""Release year: 1965"", ""Spotify popularity: 76/100""]",Playlist Import,1965,,https://open.spotify.com/track/3AhXZa8sUQht0UEdBJgpGc
sp_0105,Fortunate Son,Creedence Clearwater Revival,🎵✨,"[""Panda — Desiigner"", ""Barracuda — Heart"", ""Fortunate Son — Creedence Clearwater Revival"", ""Every Breath You Take — The Police""]",2,,,,From 'Willy And The Poor Boys (40th Anniversary Edition)' (1969),"[""From album: Willy And The Poor Boys (40th Anniversary Edition)"", ""Release year: 1969"", ""Spotify popularity: 3/100""]",Playlist Import,1969,,https://open.spotify.com/track/3yI282DoIJyERd0vGukMoB
sp_0106,I Heard It Through The Grapevine,Marvin Gaye,🎵✨🎧,"[""Mr. Roboto — Styx"", ""Want to Want Me — Jason Derulo"", ""WAP (feat. Megan Thee Stallion) — Cardi B, Megan Thee Stallion"", ""I Heard It Through The Grapevine — Marvin Gaye""]",3,,,,From 'I Heard It Through The Grapevine / In The Groove (Stereo)' (1969),"[""From album: I Heard It Through The Grapevine / In The Groove (Stereo)"", ""Release year: 1969"", ""Spotify popularity: 2/100""]",Playlist Import,1969,,https://open.spotify.com/track/27m1soUndRthrAA1ediOXn
sp_0107,The Lion Sleeps Tonight (Wimoweh),The Tokens,🎵✨,"[""Want to Want Me — Jason Derulo"", ""September — Earth, Wind & Fire"", ""I'm Yours — Jason Mraz"", ""The Lion Sleeps Tonight (Wimoweh) — The Tokens""]",3,,,,From 'Wimoweh!!! - The Best Of The Tokens' (1994),"[""From album: Wimoweh!!! - The Best Of The Tokens"", ""Release year: 1994"", ""Spotify popularity: 63/100""]",Playlist Import,1994,,https://open.spotify.com/track/2F4FNcz68howQWD4zaGJSi
sp_0108,Sweet Caroline,Neil Diamond,🎵✨,"[""Hips Don't Lie (feat. Wyclef Jean) — Shakira, Wyclef Jean"", ""HUMBLE. — Kendrick Lamar"", ""You're So Vain — Carly Simon"", ""Sweet Caroline — Neil Diamond""]",3,,,,From 'Sweet Caroline' (1969),"[""From album: Sweet Caroline"", ""Release year: 1969"", ""Spotify popularity: 1/100""]",Playlist Import,1969,,https://open.spotify.com/track/3zByVQLvdXUaDTubfWkpCk
sp_0109,Johnny B. Goode - Single Version,Chuck Berry,🎵✨,"[""Johnny B. Goode - Single Version — Chuck Berry"", ""Riptide — Vance Joy"", ""I Will Survive - Single Version — Gloria Gaynor"", ""Sunflower - Spider-Man: Into the Spider-Verse — Post Malone, Swae Lee""]",0,,,,From '20th Century Masters: The Millennium Collection: Best Of Chuck Berry' (1999),"[""From album: 20th Century Masters: The Millennium Collection: Best Of Chuck Berry"", ""Release year: 1999""]",Playlist Import,1999,,https://open.spotify.com/track/2XGHdmjsumZRkaL8LhBb1e
sp_0110,Rockin' Robin,Bobby Day,🎵✨🎧,"[""Lean on Me — Bill Withers"", ""Rockin' Robin — Bobby Day"", ""Redbone — Childish Gambino"", ""Moves Like Jagger - Studio Recording From \""The Voice\"" Performance — Maroon 5, Christina Aguilera""]",1,,,,From 'The Original Hit Recording - Rockin' Robin' (1958),"[""From album: The Original Hit Recording - Rockin' Robin"", ""Release year: 1958"", ""Spotify popularity: 31/100""]",Playlist Import,1958,,https://open.spotify.com/track/7f70SPA3myPcuPepsXc7OB
sp_0111,Heartbreak Hotel,Elvis Presley,🎵✨,"[""Barracuda — Heart"", ""Blank Space — Taylor Swift"", ""Once In a While — Timeflies"", ""Heartbreak Hotel — Elvis Presley""]",3,,,,From 'Elvis 30 #1 Hits' (2002),"[""From album: Elvis 30 #1 Hits"", ""Release year: 2002""]",Playlist Import,2002,,https://open.spotify.com/track/4m7fiVwLrHrGO93XskiI7y
sp_0112,Jailhouse Rock,Elvis Presley,🎵✨,"[""Born in the U.S.A. — Bruce Springsteen"", ""Papa Was A Rollin' Stone - Single Version — The Temptations"", ""Jailhouse Rock — Elvis Presley"", ""SICKO MODE — Travis Scott""]",2,,,,From 'Elvis' Golden Records' (1958),"[""From album: Elvis' Golden Records"", ""Release year: 1958"", ""Spotify popularity: 68/100""]",Playlist Import,1958,,https://open.spotify.com/track/4gphxUgq0JSFv2BCLhNDiE
sp_0113,Tequila (Original),The Champs,🎵✨,"[""Back In Black — AC/DC"", ""Tequila (Original) — The Champs"", ""We Are Never Ever Getting Back Together — Taylor Swift"", ""Someone Like You — Adele""]",1,,,,From 'Tequila' (2000),"[""From album: Tequila"", ""Release year: 2000"", ""Spotify popularity: 52/100""]",Playlist Import,2000,,https://open.spotify.com/track/14bUqUj1EUnQabWeAqnj39
sp_0114,La Bamba - Single Version,Ritchie Valens,🎵✨,"[""La Bamba - Single Version — Ritchie Valens"", ""Johnny B. Goode - Single Version — Chuck Berry"", ""Moves Like Jagger - Studio Recording From \""The Voice\"" Performance — Maroon 5, Christina Aguilera"", ""Wake Me Up Before You Go-Go — Wham!""]",0,,,,From 'La Bamba & Other Hits' (2004),"[""From album: La Bamba & Other Hits"", ""Release year: 2004"", ""Spotify popularity: 32/100""]",Playlist Import,2004,,https://open.spotify.com/track/4M1XXbCD3bqgth90y8kPpB
